Time Stamp;Name;Message
3:50;ishannath;toastyDSG toastyDSG toastyDSG toastyDSG toastyDSG toastyDSG toastyDSG toastyDSG
3:50;alondreey;toastyWHOASKED toastyWHOASKED toastyWHOASKED
3:50;1nightstan;toastyDSG
3:50;joel_mesloej;toastyPOG toastyPOG toastyPOG toastyPOG
3:52;loona_fps;helllooooo
3:53;tyroteki;toastyDSG
3:53;destinedgoblin;Yoooo
3:57;itsandrooyo;toastyDSG toastyDSG toastyDSG toastyDSG toastyDSG toastyDSG
3:57;therealnp469;xonighGhosthype xonighGhosthype xonighGhosthype
3:58;mrarjey;toastyDSG toastyDSG toastyDSG toastyDSG toastyDSG toastyDSG
3:58;lerve_a;morning?
3:58;alondreey;toastyDSG toastyDSG toastyDSG
4:02;thepushant;Toasty
4:07;hizzzennn;toastyDSG
4:08;btc718;toastyDSG toastyDSG toastyDSG toastyDSG toastyDSG toastyDSG toastyDSG
4:09;onlyadeadnoob;toastyDSG
4:10;loona_fps;nabil art<3
4:10;infinity_01234;evil
4:14;baconevan;Woooo
4:15;irissdyaa;toastyDSG toastyDSG toastyDSG
4:16;infinity_01234;toastyDSG toastyDSG
4:16;captaingulte;Nabil W <3
4:18;aybukee3;Hope you have a good day sir
4:19;infinity_01234;aware
4:23;43lenzo;toast it's 1pm there is no way it is a good morning KEKW
4:24;jeremiah___s;gotta hire the graphics guy
4:26;hycetec;Aware
4:29;loona_fps;NABIL ART W <3 toastyDSG <3 toastyDSG <3 toastyDSG <3 toastyDSG
4:32;xkillo147;Aware
4:37;stenets;Pog
4:38;sammi1331;Aware
4:38;7dreamz;no genius, just evil
4:41;necroteehco;toastyDSG toastyDSG toastyDSG
4:42;bicorn07;lol
4:42;mohit_patil;Aware
4:43;loona_fps;truuuu
4:49;meisgregory;MeIsGregory subscribed at Tier 1. They've subscribed for 11 months! 
4:57;macklin2001;clean
4:58;loona_fps;unique <3 toastyDSG <3 toastyDSG <3 toastyDSG
4:58;lindiaharmony;Best graphics tbh
5:01;shrubzmcgee;why is meech sexy squidward
5:01;its_wulftan;toastyDSG toastyDSG toastyDSG toastyDSG
5:01;missingmatter;Top tier player pics.
5:02;themegapikachu;toastyDSG toastyDSG toastyDSG
5:10;alondreey;the best graphics out there
5:12;43lenzo;these r some fire player pics
5:15;themegapikachu;toastyDSG toastyDSG toastyDSG toastyDSG toastyDSG
5:19;loona_fps;org with original personality
5:21;lindiaharmony;toastyDSG toastyDSG toastyDSG toastyDSG toastyDSG toastyDSG
5:26;joel_mesloej;toastySADGE
5:26;hizzzennn;Sadge
5:30;lindiaharmony;toastySADGE
5:32;kenanja293;do you think targon is good atm?
5:35;7dreamz;but you're the dsg rep for the tft tourney
5:39;sammi1331;What rank are you?
5:40;genie4103;toastyDSG toastyDSG toastyDSG toastyDSG
5:42;th_giry;WANGED
5:46;krvotv;You used to be good that's enuf
5:47;rinshrimp;breakfast squad lets gooo toastyDSG
5:51;infinity_01234;once good, always good
5:51;invis12312;toastyDSG toastyDSG toastyDSG toastyDSG
5:52;th_giry;TH_Giry subscribed with Prime. They've subscribed for 14 months! 
5:54;stenets;toastySADGE
5:55;lindiaharmony;toastyLMAO
5:56;loona_fps;probably
5:57;spence_fence;That guy has LESS THAN A STICK FIGURE
5:58;kaptenat;King is good
5:58;drdrmarc;Nah he was long on c9
5:58;aybukee3;I can only watch when streamers play Valo ...
6:00;joel_mesloej;toastyLMAO
6:03;ghoulsythe;toastyDSG toastyDSG toastyDSG toastyDSG toastyDSG
6:03;alondreey;Clueless
6:04;thedrmayonnaise;tft has changed a lot
6:04;infinity_01234;lol
6:06;conartist1023;KEKW
6:08;kayxfx_12;I remembered he was on C9, even debuted on LCS
6:08;rippinheart;Clueless
6:09;senpai_mojo;adblock Clueless
6:10;stealtheffect101;toastyDSG toastyDSG toastyDSG
6:13;mizzie99;toastyKEK toastyKEK toastyKEK
6:17;takeutchi;EG top, adc, and bot all NA
6:18;buke78;King is good
6:25;streamelements;"Watch my show with Team Liquid, ""Two People Talking"" ft Maximum WoW on Youtube: https://tl.gg/twopeopletalking"
6:26;littlejellypig;Toast aren't u like 5 percent korean
6:26;macklin2001;toast not using incognito for once
6:29;infinity_01234;huh
6:30;rkdr_;Sick
6:33;takeutchi;Oh and mid forgot about Ryoma lol
6:33;spence_fence;Too many canadian imports
6:34;lindiaharmony;toastyPOG
6:36;43lenzo;sheiden >>> eg main!!! that means he's good no?
6:38;aybukee3;elraenHug elraenHug elraenHug elraenHug
6:38;senpai_mojo;australian? AINTNOWAY
6:39;loona_fps;probably half half
6:41;cooki3monxster;Toast big fan just followed your twitch
6:45;takeutchi;OCE = NA
6:45;shrubzmcgee;australian new meta
6:48;thepushant;Wooo
6:52;rkdr_;It's 6am in aus rn
6:54;mizzie99;The new meta toastyLMAO
6:55;aadoever;toastyDSG toastyDSG toastyDSG toastyDSG toastyDSG
6:56;fubbes_93;now we can finally shit on an actual EG team, not onlx their social media and content team
6:57;infinity_01234;aware
6:58;dashdashs2;OCE on top
6:58;ghoulsythe;Probably for the red side KEKW
7:00;thesleepiestpanda;Pog
7:00;aadoever;toastyLMAO toastyLMAO toastyLMAO
7:01;innu2919;OCE = NA KEKW
7:03;lovelypleb;KEKW
7:06;neelerita;!dsg
7:06;nightbot;FakeGod twitch.tv/FakeGod , T0mio twitch.tv/loltomio , disguised young twitch.tv/lolyoung , Zeyzal twitch.tv/zeyzal , Meech4 || Coach: twitch.tv/goldenglue
7:06;conartist1023;These damn immigrants taking our jobs smh
7:09;33kami;well australia is NA now in league isn't it
7:09;drdrmarc;Ryoma was playing lcs for 100t for a while. King was a long term c9a player, where they toped the nacl. And smoothie was a lcs player long ago
7:19;43lenzo;@conartist1023 HUH
7:19;sammi1331;LUL
7:20;per_volar_sunata;Australia doesnÅft count as import.
7:21;xsilent_lol;toastyDSG toastyDSG toastyDSG toastyDSG toastyDSG toastyDSG
7:22;kenkenewbie;What vlrgg for league?
7:23;technotron88;and canadians
7:24;rue1n;we only impt
7:26;aadoever;toastyKEK toastyKEK toastyKEK toastyKEK
7:27;neelerita;!DSG vs EG || patreon.com/Disguised
